text,anger,disgust,fear,joy,sadness,surprise,neutral
"The orchestra was playing the Romanian “Doina.” More precisely, only Ancheto was playing, with a flute solo, while the others accompanied her. We were listening from the inner salon. But, you may ask, who are these “we”? Who indeed? It is well known who: the Senator, Othello, Stuvencho, and I. In front of us stood a long bottle of white Chateau Sandrovo and another of Giesshuebler. Carefree, seated around the table, with cigarettes in our mouths, we caught the flourishes of the “Doina” and had surrendered ourselves to pleasant *far niente*. Tomorrow is Sunday—no work, so we can stay a little later. The music is decent, the girls are pretty, and we—somewhat overripe bachelors. Just right!",1,0,0,1,0,1,1
"We were sitting there like that when, all of a sudden, the flute irritated my ear with a few false notes, and at the same time the whole orchestra went off-key as well. In that very moment, Stuvencho burst out laughing and cried: “That damned Othello! What a joker! Just look at him!...”

We both turned at once with the Senator, and what did we see? The devil Othello! Where do such antics come to him from? He had stood up without our noticing, asked for a piece of lemon, and, having beckoned the flutist over with a few signs, without the others noticing, had begun to tease her, to make her mouth pucker with the lemon juice. Well, what can you do—she was a young girl, she got a craving for something sour, her mouth filled with saliva, her lips puckered—try playing the flute after that! Laughter...",1,0,0,1,1,1,1
"The music stopped. From the street came the cry of a little boy: “Ne-ws-pa-pers! Peo-ple’s greatness!” What people’s greatness? As if! Infected with laughter from the lemon comedy, we burst out laughing again. At that moment, Gedros also came rushing in.",1,0,0,1,0,1,1
"— Oh, Gedros, hi! Sit down! Would you like some wine?",0,0,0,1,0,1,1
"— Oh, Othello, hi, hi, little chick. Wipe your little nose — cooed the ever-cheerful Gedros.",1,0,0,1,0,0,1
"— Gedros, what is this newspaper they were shouting about in the street just now?",1,0,0,1,0,1,1
— What! Don’t you know about Bay Ganyo Balkanski’s newspaper?,1,0,0,1,0,1,1
— Wisecracker!,1,0,0,1,0,1,1
"— I’m serious. Ganyo Balkanski, editor-proprietor of the newspaper “Narodno Velichie.” Ah, it’s quite a story. Don’t you know?",1,0,0,1,0,1,1
— Are you serious?,1,0,0,1,0,1,1
"— Seriously, bro. Wait till I tell you. Today they told me this story in detail, and I’ll pass it on to you as if I had been there.",1,0,0,1,0,1,1
"We ordered the door of the inner salon to be closed, and Gedros began. Here is what he told us:",1,0,0,1,0,1,1
"At Bay Ganyo’s place, a meeting had been called. Those gathered were: the host himself, Gochoolu, Dochoolu, and Danko the Rogue, and they were deliberating—what kind of enterprise they should take up in order to make the most advantageous use of the situation.",1,0,0,1,0,1,1
"— We, too, need to peck at something, — says Bay Ganyo, — patriotism all on its own, dry like that — boshlaff. Now tell me, as things stand, where can the best profit be made? You, Gochoolu, what do you say?",1,0,0,1,0,1,1
"— Me? To tell you the truth, Bay Ganyo, I still stick to my own idea: let’s open a Russian tavern.",1,0,0,1,0,1,1
— What?!,1,0,0,1,0,1,1
— Let’s open a Russian tavern — Gochoolu replies seriously and decisively.,1,0,0,1,0,1,1
"— Well, you — how? Did you get mixed up with the Matushka again? — wonders Bay Ganyo.",0,0,0,1,0,1,1
"— But come, let’s sort this out; this isn’t about Mother Russia here, the issue is — what wind is blowing...",1,0,0,1,0,1,1
— Where? In your head?,1,0,0,1,0,1,1
— In Bulgaria. An ahmak is the one who does not take advantage. Now is the time — a tavern. I have wandered through Muscovy; I understand a thing or two. A tavern with two sections — one for the gentry and one for the peasants.,1,0,0,1,0,1,1
— Where on earth would you find men like that here! — asks Bay Ganyo in bewilderment.,1,0,0,1,1,1,1
"— Well then, are we all nobles at last, eh, Bay Ganyo?",0,0,0,1,0,1,1
"— Good, what next?",0,0,0,1,0,1,1
"— Next: we’ll blast him with some music, an organ — you must have seen one, Bay Ganyo?",1,0,0,1,0,1,1
"— If I don’t see it, who will? — replies Mr. Balkanski haughtily.",1,0,0,1,1,1,1
"— You’re right. One accordion and, of course, tea. We’ll buy a dozen kids, but they mustn’t be dark-eyed; they should look like little Russians; we’ll shove them into some boots, put red shirts on them, and then cut their hair Cossack-style — there you have a whole tavern! We’ll bring in Russian newspapers, vodka, snacks, and then hang a sign over it — “Russian Tavern” — and tilt your hat jauntily. Eh?",1,0,0,1,0,1,1
"— I do not approve! — cried Dochoolu solemnly. — I do not approve! If the business is to make a profit from the wind that has blown, then the best thing will be to open a factory for kvass...",1,0,0,1,0,1,1
— We’ve hit the jackpot! — Danko Harsazina laughed. — Do you want to open a bakery?,0,0,0,1,0,1,1
"— No, brother — I mean Russian kvass. It’s one of those things... like that, call it pear drink, call it boza...",1,0,0,1,0,1,1
"— Nice work! So now we’re going to become boza sellers — Harsazina says, offended.",1,0,0,1,0,1,1
"— No, kardeš, it’s not about the drink — the name is what matters; let’s just say: “Russian kvass”! — they’ll kill themselves running for it. Haven’t you heard what the French are doing now? They’ve hit on a money-making trick, a real one — no joke!",1,0,0,1,0,1,1
"— Nonsense. I don’t want any yeast — said Danko, displeased.",1,0,0,0,1,0,1
"— Well, what do you want? — Docheolu asks him angrily. — Go on, tell us so we can see?",1,0,0,1,0,1,1
— Let’s found a bank! — blurted out Danko Harsazina.,1,0,0,1,0,1,1
— You are a fool!,1,0,0,1,0,1,1
— Why?,1,0,0,1,0,1,1
— Leave the quarrels aside — interjects Bay Ganyo.,1,0,0,1,0,0,1
— Why should I be a fool! — Dancho continues angrily and shoots murderous glances at Dochoolu.,1,0,0,1,0,1,1
"— Well, now be quiet, sit down. Tell me, what do you have to say about the bank?",1,0,0,1,0,1,1
"— But let him say it, janum, why would I be a fool?",1,0,0,0,0,1,1
"— A bank is going to set me up! This thing isn’t popara for you to slurp up — mutters Docholuu under his breath, unsettled by Danka’s looks and threatening tone. — Is this popara — a bank!",1,0,0,1,0,1,1
— Popara is great! — roared Harsazina.,0,0,0,1,0,1,1
— How come “popara”? Why on earth should it be “popara”? — Dochoolu bared his teeth.,1,0,0,1,0,1,1
"— Be quiet, people. Is that why we’ve gathered here? — Bay Ganyo calms them down. — Dochoolu, sit down in your place.",1,0,0,1,0,1,1
— But why on earth should it be popara?,1,0,0,1,0,1,1
"Word by word, the matter had come to a boil; Danko the Rascal, as you know him, is ready to start a fight, and Dochoolu is no slouch either — they’ll kill each other, especially with Bay Ganyo on this side and that — he calmed them down.",1,0,0,1,0,0,1
"Danko sits down in his place and begins laying out his plan for founding a bank. “The job is easy — we’ll issue five to ten million shares, pocket the money, lend it to this one, lend it to that one, of course at a good interest rate, to merchants, to municipalities, and if the government ever finds itself in a tight spot — we’ll lend it a million or two as well. Why not! Let’s say they draw up some bylaws, half the profit for us, half for the shareholders. On top of that — we’ll keep some shares for ourselves, whether we invest any money or not. You, Bay Ganyo, are an influential man, you’ll just cough at two or three gates and it’s done!”",1,0,0,1,0,1,1
"— This job is not a spoon for your mouth; there are more capable people than you, let them hatch it out, and then we’ll poke our beaks in — declares Uncle Ganyo in a patronizing tone.",1,0,0,1,0,0,1
Gochoolu and Dochoolu nod their heads approvingly.,1,0,0,1,0,1,1
